,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews,review_score,room_type,bathroom,geometry,index_right,neighbourhood,"Rate per 100,000 population",area,nearby_attractions_count,nearby_restaurants_count,nearby_amenities_count,nearby_transportaion_count,buildings_density,restaurant_types_score,transportaion_avalibility_score,price_bins
1023,1,0,-37.70873,144.77366,1,1.0,1.0,,150.0,1,0,0.0,2,8,POINT (144.77366 -37.70873),28,brimbank,6607.2,0.012617090054000179,16,23,4,3,1025,0.4,0.16666666666666666,2
1173,1,1,-37.757,144.80871,1,1.0,1.0,,50.0,2,2,2.1252158131730474,2,5,POINT (144.80871 -37.757),28,brimbank,6607.2,0.012617090054000179,26,1,0,4,98,0.1,0.16666666666666666,0
1699,1,1,-37.7835,144.75676,12,5.0,6.0,,300.0,4,0,0.0,0,10,POINT (144.75676 -37.7835),28,brimbank,6607.2,0.012617090054000179,4,1,1,0,509,0.1,0.0,5
1912,1,1,-37.70142,144.80804,4,2.0,2.0,,199.0,3,52,4.886158434892675,0,5,POINT (144.80804 -37.70142),28,brimbank,6607.2,0.012617090054000179,14,13,1,2,648,0.7,0.16666666666666666,3
2105,1,1,-37.72328,144.86132,4,1.0,2.0,,95.0,1,529,4.935975725284792,0,2,POINT (144.86132 -37.72328),28,brimbank,6607.2,0.012617090054000179,13,5,0,2,577,0.3,0.16666666666666666,1
2261,1,1,-37.72102,144.80818,5,2.0,3.0,,170.0,3,86,4.970446193137901,0,2,POINT (144.80818 -37.72102),28,brimbank,6607.2,0.012617090054000179,19,6,0,0,261,0.4,0.0,3
2290,1,1,-37.73734,144.80689,2,1.0,2.0,,48.0,3,66,4.864519509242769,2,9,POINT (144.80689 -37.73734),28,brimbank,6607.2,0.012617090054000179,18,59,0,0,670,0.7,0.0,0
2763,1,1,-37.71939,144.85322,3,1.0,2.0,,64.0,2,185,4.6461508266002705,0,2,POINT (144.85322 -37.71939),28,brimbank,6607.2,0.012617090054000179,12,6,1,1,211,0.3,0.16666666666666666,1
2856,1,1,-37.76433,144.83838,16,5.0,11.0,,287.0,2,58,4.78329856731275,0,16,POINT (144.83838 -37.76433),28,brimbank,6607.2,0.012617090054000179,32,2,0,0,149,0.2,0.0,5
3004,1,1,-37.78646,144.82867,16,6.0,12.0,,163.0,4,62,4.675697347699794,0,8,POINT (144.82867 -37.78646),28,brimbank,6607.2,0.012617090054000179,22,64,2,2,1383,0.8,0.16666666666666666,3
3083,1,1,-37.77306,144.7662,1,1.0,1.0,,200.0,1,0,0.0,2,3,POINT (144.7662 -37.77306),28,brimbank,6607.2,0.012617090054000179,10,18,0,0,1458,0.4,0.0,3
3351,1,1,-37.72128,144.81028,2,0.0,1.0,,112.0,2,189,4.953276504871875,0,2,POINT (144.81028 -37.72128),28,brimbank,6607.2,0.012617090054000179,19,6,2,0,230,0.4,0.0,2
3360,1,1,-37.72026,144.85877,4,1.0,2.0,,89.0,1,44,4.943160561455932,2,6,POINT (144.85877 -37.72026),28,brimbank,6607.2,0.012617090054000179,14,6,1,2,222,0.3,0.16666666666666666,1
3419,1,1,-37.76678,144.82602,1,1.0,1.0,,49.0,7,82,4.808779354517428,2,35,POINT (144.82602 -37.76678),28,brimbank,6607.2,0.012617090054000179,26,2,0,0,433,0.2,0.0,0
3565,1,1,-37.7648,144.82508,1,1.0,1.0,,49.0,2,72,4.711359492255339,2,6,POINT (144.82508 -37.7648),28,brimbank,6607.2,0.012617090054000179,26,2,0,0,306,0.2,0.0,0
3583,1,1,-37.79839,144.8293,1,1.0,1.0,,39.0,5,57,4.812766058511413,2,6,POINT (144.8293 -37.79839),28,brimbank,6607.2,0.012617090054000179,16,2,1,2,297,0.1,0.16666666666666666,0
3591,1,1,-37.76862,144.82517,1,1.0,1.0,,49.0,5,56,4.768234735167175,2,4,POINT (144.82517 -37.76862),28,brimbank,6607.2,0.012617090054000179,26,2,0,0,553,0.2,0.0,0
3605,1,0,-37.74903,144.79576,1,0.0,1.0,,120.0,2,1,1.5070770723439575,2,4,POINT (144.79576 -37.74903),28,brimbank,6607.2,0.012617090054000179,17,62,0,0,598,0.8,0.0,2
3920,1,1,-37.7458,144.79957,14,3.0,8.0,,147.0,4,44,4.658879780818216,0,10,POINT (144.79957 -37.7458),28,brimbank,6607.2,0.012617090054000179,20,62,30,12,859,0.8,0.6666666666666666,2
3956,1,0,-37.74286,144.80219,1,1.0,1.0,,229.0,3,9,4.914181030779484,2,4,POINT (144.80219 -37.74286),28,brimbank,6607.2,0.012617090054000179,18,68,75,9,901,0.8,0.3333333333333333,4
3971,1,1,-37.80311,144.81121,9,3.0,5.0,,147.0,4,31,4.8105550296121775,0,2,POINT (144.81121 -37.80311),28,brimbank,6607.2,0.012617090054000179,14,9,0,0,83,0.3,0.0,2
4304,1,1,-37.78295,144.7659,2,3.0,2.0,,300.0,1,0,0.0,2,10,POINT (144.7659 -37.78295),28,brimbank,6607.2,0.012617090054000179,4,9,0,0,1152,0.4,0.0,5
4353,1,1,-37.78749,144.77008,2,1.0,1.0,,45.0,3,32,4.939227177545427,2,4,POINT (144.77008 -37.78749),28,brimbank,6607.2,0.012617090054000179,5,11,0,0,545,0.5,0.0,0
4435,1,1,-37.79627,144.83164,2,1.0,1.0,,50.0,5,13,4.686984148940128,2,4,POINT (144.83164 -37.79627),28,brimbank,6607.2,0.012617090054000179,16,11,1,1,673,0.4,0.16666666666666666,0
4615,1,1,-37.79932,144.81672,1,1.0,1.0,,75.0,1,5,4.133474948260801,2,9,POINT (144.81672 -37.79932),28,brimbank,6607.2,0.012617090054000179,16,14,2,1,74,0.6,0.16666666666666666,1
4631,1,1,-37.79234,144.75594,10,5.0,5.0,,250.0,3,85,4.744523804867777,0,8,POINT (144.75594 -37.79234),28,brimbank,6607.2,0.012617090054000179,4,1,0,0,112,0.1,0.0,4
4766,1,1,-37.7722,144.77396,4,0.0,5.0,,205.0,2,23,4.933574112877911,0,2,POINT (144.77396 -37.7722),28,brimbank,6607.2,0.012617090054000179,13,20,15,3,999,0.5,0.16666666666666666,4
4782,1,1,-37.74266,144.79364,2,1.0,3.0,,200.0,4,0,0.0,0,5,POINT (144.79364 -37.74266),28,brimbank,6607.2,0.012617090054000179,15,61,0,5,537,0.8,0.16666666666666666,3
4826,1,1,-37.79038,144.82147,4,1.0,2.0,,50.0,3,14,4.896340791459761,0,2,POINT (144.82147 -37.79038),28,brimbank,6607.2,0.012617090054000179,19,16,0,2,884,0.6,0.16666666666666666,0
4968,1,1,-37.74604,144.79721,16,6.0,9.0,,604.0,5,1,4.999999999999999,0,12,POINT (144.79721 -37.74604),28,brimbank,6607.2,0.012617090054000179,16,62,5,4,797,0.8,0.5,10
5154,1,1,-37.78124,144.81663,6,3.0,5.0,,189.0,3,47,4.6719395192200635,0,2,POINT (144.81663 -37.78124),28,brimbank,6607.2,0.012617090054000179,24,14,3,0,1374,0.6,0.0,3
5336,1,1,-37.72931,144.82374,5,3.0,3.0,,170.0,4,38,4.960118097482646,0,10,POINT (144.82374 -37.72931),28,brimbank,6607.2,0.012617090054000179,19,0,0,2,91,0.0,0.16666666666666666,3
5337,1,1,-37.72621,144.81649,4,1.0,3.0,,91.0,2,65,4.8059734997556145,0,2,POINT (144.81649 -37.72621),28,brimbank,6607.2,0.012617090054000179,19,5,0,1,73,0.4,0.16666666666666666,1
5381,1,1,-37.77261,144.77599,4,0.0,3.0,,83.0,2,2,4.999999999999999,0,2,POINT (144.77599 -37.77261),28,brimbank,6607.2,0.012617090054000179,13,20,1,2,917,0.5,0.16666666666666666,1
5448,1,1,-37.74442,144.76847,1,2.0,2.0,,65.0,4,18,4.679693565209265,2,6,POINT (144.76847 -37.74442),28,brimbank,6607.2,0.012617090054000179,14,5,0,0,7,0.3,0.0,1
5524,1,1,-37.74981,144.80025,6,3.0,4.0,,226.0,2,72,4.863219119587941,0,10,POINT (144.80025 -37.74981),28,brimbank,6607.2,0.012617090054000179,24,62,0,0,697,0.8,0.0,4
5557,1,1,-37.76485,144.85048,3,1.0,1.0,,190.0,3,0,0.0,0,5,POINT (144.85048 -37.76485),28,brimbank,6607.2,0.012617090054000179,33,0,0,0,36,0.0,0.0,3
5572,1,1,-37.70458,144.82175,6,2.0,3.0,,450.0,2,15,4.9196650305828316,0,5,POINT (144.82175 -37.70458),28,brimbank,6607.2,0.012617090054000179,16,0,0,1,49,0.0,0.16666666666666666,8
5625,1,1,-37.74704,144.7817,4,2.0,3.0,,159.0,2,57,4.867675455233465,0,2,POINT (144.7817 -37.74704),28,brimbank,6607.2,0.012617090054000179,14,15,0,0,51,0.4,0.0,3
6218,1,1,-37.7268,144.81563,3,1.0,2.0,,75.0,2,74,4.769622698342963,0,2,POINT (144.81563 -37.7268),28,brimbank,6607.2,0.012617090054000179,19,6,0,1,59,0.4,0.16666666666666666,1
6413,1,1,-37.77008,144.765,2,1.0,1.0,,43.0,3,45,4.739320813071187,2,6,POINT (144.765 -37.77008),28,brimbank,6607.2,0.012617090054000179,11,17,0,0,1194,0.4,0.0,0
6449,1,1,-37.74423,144.79892,16,3.0,9.0,,147.0,4,20,4.999999999999999,0,8,POINT (144.79892 -37.74423),28,brimbank,6607.2,0.012617090054000179,17,62,63,12,871,0.8,0.6666666666666666,2
6493,1,1,-37.73745,144.80773,4,2.0,3.0,,210.0,5,2,4.999999999999999,0,5,POINT (144.80773 -37.73745),28,brimbank,6607.2,0.012617090054000179,17,52,0,0,649,0.7,0.0,4
6574,1,1,-37.75158,144.76999,6,3.0,4.0,,135.0,2,56,4.675068157025244,0,5,POINT (144.76999 -37.75158),28,brimbank,6607.2,0.012617090054000179,12,15,0,0,31,0.4,0.0,2
6621,1,1,-37.78214856679989,144.76645355599064,2,1.0,1.0,,51.0,1,99,4.853667364840893,2,4,POINT (144.7664535559906 -37.78214856679989),28,brimbank,6607.2,0.012617090054000179,5,9,0,0,1244,0.4,0.0,1
6622,1,1,-37.78036,144.84265,12,3.0,6.0,,264.0,4,35,4.885375156088724,0,10,POINT (144.84265 -37.78036),28,brimbank,6607.2,0.012617090054000179,27,23,0,0,488,0.7,0.0,5
6719,1,1,-37.71903,144.85442,15,6.0,12.0,,269.0,4,16,4.901098329115546,0,14,POINT (144.85442 -37.71903),28,brimbank,6607.2,0.012617090054000179,13,8,1,1,218,0.3,0.16666666666666666,5
6733,1,1,-37.76895,144.76355,2,1.0,1.0,,43.0,4,35,4.518570434103102,2,6,POINT (144.76355 -37.76895),28,brimbank,6607.2,0.012617090054000179,11,13,0,0,954,0.3,0.0,0
6751,1,1,-37.70979,144.77127,1,2.0,1.0,,52.0,1,13,4.3283438621291985,2,4,POINT (144.77127 -37.70979),28,brimbank,6607.2,0.012617090054000179,16,9,0,5,1095,0.4,0.16666666666666666,1
6769,1,1,-37.7157,144.83081,2,1.0,1.0,,84.0,2,19,4.991548715460934,2,3,POINT (144.83081 -37.7157),28,brimbank,6607.2,0.012617090054000179,17,6,1,2,33,0.4,0.16666666666666666,1
6789,1,1,-37.70445,144.82126,6,1.0,3.0,,350.0,1,4,4.970359047211569,0,8,POINT (144.82126 -37.70445),28,brimbank,6607.2,0.012617090054000179,16,0,0,1,53,0.0,0.16666666666666666,6
6805,1,0,-37.77364,144.77374,4,2.0,3.0,,167.0,2,18,4.89604304136303,0,5,POINT (144.77374 -37.77364),28,brimbank,6607.2,0.012617090054000179,13,24,0,3,1087,0.5,0.16666666666666666,3
6823,1,1,-37.77012,144.76326,2,1.0,1.0,,49.0,4,27,4.456342598153996,2,5,POINT (144.76326 -37.77012),28,brimbank,6607.2,0.012617090054000179,10,10,0,0,1066,0.3,0.0,0
6980,1,1,-37.75164,144.83294,13,4.0,7.0,,213.0,3,36,4.8362270681552,0,10,POINT (144.83294 -37.75164),28,brimbank,6607.2,0.012617090054000179,31,2,0,0,117,0.2,0.0,4
7174,1,1,-37.78806448758105,144.83161573530805,4,2.0,2.0,,166.0,1,29,4.105506401570589,0,2,POINT (144.831615735308 -37.78806448758105),28,brimbank,6607.2,0.012617090054000179,19,59,28,22,1162,0.7,0.3333333333333333,3
7234,1,1,-37.76071,144.78953,2,1.0,1.0,,81.0,1,102,4.6798446282653625,0,5,POINT (144.78953 -37.76071),28,brimbank,6607.2,0.012617090054000179,18,13,0,0,53,0.5,0.0,1
7335,1,1,-37.71020954768524,144.7719852344151,1,1.0,1.0,,52.0,1,0,0.0,2,4,POINT (144.7719852344151 -37.71020954768524),28,brimbank,6607.2,0.012617090054000179,16,8,0,6,1028,0.3,0.16666666666666666,1
7672,1,1,-37.70338,144.77343,2,1.0,1.0,,65.0,1,98,4.766695510727881,2,4,POINT (144.77343 -37.70338),28,brimbank,6607.2,0.012617090054000179,14,41,1,7,1425,0.7,0.5,1
7673,1,1,-37.70461,144.77336,2,1.0,1.0,,64.0,1,128,4.776224472037516,2,6,POINT (144.77336 -37.70461),28,brimbank,6607.2,0.012617090054000179,15,40,0,0,1350,0.7,0.0,1
7717,1,1,-37.77038,144.76827,6,3.0,3.0,,229.0,2,40,4.7863755291771515,0,2,POINT (144.76827 -37.77038),28,brimbank,6607.2,0.012617090054000179,11,19,0,1,1195,0.5,0.16666666666666666,4
7722,1,1,-37.70471,144.77431,2,1.0,2.0,,74.0,1,74,4.788948646816412,2,3,POINT (144.77431 -37.70471),28,brimbank,6607.2,0.012617090054000179,16,40,0,0,1310,0.7,0.0,1
7798,1,1,-37.71649,144.87713,2,1.0,1.0,,95.0,1,4,4.826946822472291,2,4,POINT (144.87713 -37.71649),28,brimbank,6607.2,0.012617090054000179,14,10,0,0,175,0.5,0.0,1
7799,1,1,-37.71657,144.87778,2,1.0,1.0,,89.0,1,24,4.929467168663037,2,4,POINT (144.87778 -37.71657),28,brimbank,6607.2,0.012617090054000179,14,11,0,0,176,0.5,0.0,1
8074,1,1,-37.70557,144.82155,4,1.0,1.0,,350.0,1,2,4.388295941975191,0,5,POINT (144.82155 -37.70557),28,brimbank,6607.2,0.012617090054000179,17,0,0,1,49,0.0,0.16666666666666666,6
8094,1,1,-37.71648,144.87778,2,1.0,1.0,,89.0,1,15,4.450289279546889,2,4,POINT (144.87778 -37.71648),28,brimbank,6607.2,0.012617090054000179,14,11,0,0,174,0.5,0.0,1
8338,1,1,-37.74678,144.81619,2,1.0,1.0,,46.0,182,0,0.0,2,4,POINT (144.81619 -37.74678),28,brimbank,6607.2,0.012617090054000179,28,6,0,2,168,0.3,0.16666666666666666,0
8563,1,1,-37.78544,144.84614,7,3.0,6.0,,107.0,1,59,4.353308687141237,0,8,POINT (144.84614 -37.78544),28,brimbank,6607.2,0.012617090054000179,32,15,0,3,351,0.7,0.16666666666666666,2
8572,1,1,-37.794083,144.818497,8,4.0,4.0,,270.0,3,58,4.8408879972724055,0,12,POINT (144.818497 -37.794083),28,brimbank,6607.2,0.012617090054000179,17,15,0,0,91,0.6,0.0,5
8628,1,1,-37.78138,144.76535,2,1.0,1.0,,55.0,1,35,4.696181774193869,2,4,POINT (144.76535 -37.78138),28,brimbank,6607.2,0.012617090054000179,5,9,0,0,1276,0.4,0.0,1
8811,1,1,-37.7837,144.83667,6,3.0,3.0,,250.0,14,4,4.821745544175241,0,2,POINT (144.83667 -37.7837),28,brimbank,6607.2,0.012617090054000179,21,64,4,4,989,0.7,0.16666666666666666,4
9158,1,1,-37.76164,144.77357,3,2.0,2.0,,122.0,1,48,4.750643535654784,0,2,POINT (144.77357 -37.76164),28,brimbank,6607.2,0.012617090054000179,13,19,0,0,80,0.5,0.0,2
9190,0,1,-37.7628831,144.8483928,1,1.0,1.0,,114.0,7,1,1.7923986386946857,2,3,POINT (144.8483928 -37.7628831),28,brimbank,6607.2,0.012617090054000179,33,0,0,0,17,0.0,0.0,2
9292,1,1,-37.76615,144.84361,9,3.0,5.0,,188.0,7,10,4.423412985634564,0,8,POINT (144.84361 -37.76615),28,brimbank,6607.2,0.012617090054000179,34,0,0,0,22,0.0,0.0,3
9571,1,1,-37.69435932517335,144.77730954127594,2,1.0,1.0,,58.0,1,64,4.829883483337777,2,4,POINT (144.7773095412759 -37.69435932517335),28,brimbank,6607.2,0.012617090054000179,11,35,2,3,431,0.7,0.16666666666666666,1
9844,1,1,-37.78226,144.76441,4,2.0,2.0,,200.0,3,9,4.808335202870016,0,2,POINT (144.76441 -37.78226),28,brimbank,6607.2,0.012617090054000179,4,10,0,0,1129,0.4,0.0,3
9908,1,0,-37.79613,144.81406,1,1.0,1.0,,95.0,2,5,4.634773803220184,2,4,POINT (144.81406 -37.79613),28,brimbank,6607.2,0.012617090054000179,16,16,1,0,80,0.6,0.0,1
9919,1,1,-37.78784,144.84537,1,1.0,1.0,,179.0,3,1,4.999999999999999,2,4,POINT (144.84537 -37.78784),28,brimbank,6607.2,0.012617090054000179,28,5,0,3,430,0.4,0.16666666666666666,3
9961,1,1,-37.78855,144.84421,1,1.0,1.0,,40.0,1,1,4.999999999999999,2,4,POINT (144.84421 -37.78855),28,brimbank,6607.2,0.012617090054000179,23,3,0,3,544,0.3,0.16666666666666666,0
9972,1,1,-37.76295,144.77318,5,3.0,3.0,,172.0,1,15,4.75657542757513,0,5,POINT (144.77318 -37.76295),28,brimbank,6607.2,0.012617090054000179,13,19,0,0,231,0.5,0.0,3
10024,1,1,-37.782445,144.826264,4,1.0,2.0,,73.0,1,27,4.716854012531796,0,2,POINT (144.826264 -37.782445),28,brimbank,6607.2,0.012617090054000179,25,65,0,0,1647,0.8,0.0,1
10039,1,1,-37.7790181,144.8442623,2,1.0,1.0,,55.0,2,21,4.983097430921868,2,4,POINT (144.8442623 -37.7790181),28,brimbank,6607.2,0.012617090054000179,27,14,1,0,311,0.7,0.0,1
10133,0,1,-37.739,144.80007,6,4.0,4.0,,300.0,2,4,3.87352826260929,0,2,POINT (144.80007 -37.739),28,brimbank,6607.2,0.012617090054000179,18,64,1,0,789,0.8,0.0,5
10192,1,1,-37.7364687,144.8086168,2,1.0,1.0,,60.0,3,16,4.825858113294793,2,4,POINT (144.8086168 -37.7364687),28,brimbank,6607.2,0.012617090054000179,17,23,0,0,499,0.5,0.0,1
10196,1,1,-37.74908,144.80096,6,3.0,4.0,,227.0,2,44,4.822515790703892,0,10,POINT (144.80096 -37.74908),28,brimbank,6607.2,0.012617090054000179,24,63,0,0,748,0.8,0.0,4
10238,1,1,-37.7536,144.82881,4,2.0,2.0,,150.0,2,16,4.476750373402677,0,2,POINT (144.82881 -37.7536),28,brimbank,6607.2,0.012617090054000179,29,3,0,0,68,0.3,0.0,2
10267,1,0,-37.7852973,144.8112377,6,3.0,3.0,,199.0,2,7,4.999999999999999,0,2,POINT (144.8112377 -37.7852973),28,brimbank,6607.2,0.012617090054000179,22,13,1,0,999,0.5,0.0,3
10287,1,1,-37.77106207014558,144.7722221605718,9,2.0,7.0,,167.0,1,9,4.500443841247496,0,10,POINT (144.7722221605718 -37.77106207014558),28,brimbank,6607.2,0.012617090054000179,13,19,31,3,1041,0.5,0.16666666666666666,3
10330,1,1,-37.738090563921205,144.8085518604136,8,4.0,4.0,,550.0,2,3,4.999999999999999,0,8,POINT (144.8085518604136 -37.7380905639212),28,brimbank,6607.2,0.012617090054000179,17,44,0,0,644,0.7,0.0,10
10367,1,1,-37.7712815,144.7724036,3,1.0,2.0,,36.0,1,9,4.852383088007632,3,6,POINT (144.7724036 -37.7712815),28,brimbank,6607.2,0.012617090054000179,13,19,31,3,1053,0.5,0.16666666666666666,0
10379,1,1,-37.7722072,144.772312,3,1.0,4.0,,45.0,1,6,4.557249994161628,3,6,POINT (144.772312 -37.7722072),28,brimbank,6607.2,0.012617090054000179,13,20,19,4,1126,0.5,0.16666666666666666,0
10530,1,1,-37.78364,144.83702,2,1.0,1.0,,60.0,3,23,4.8725422791317365,2,4,POINT (144.83702 -37.78364),28,brimbank,6607.2,0.012617090054000179,21,64,4,4,954,0.7,0.16666666666666666,1
10531,1,1,-37.78527,144.83474,2,1.0,1.0,,58.0,3,34,4.894308882263316,2,4,POINT (144.83474 -37.78527),28,brimbank,6607.2,0.012617090054000179,21,63,26,16,1080,0.7,0.3333333333333333,1
10549,1,1,-37.78546,144.83505,2,1.0,1.0,,60.0,3,27,4.7794892643482925,2,4,POINT (144.83505 -37.78546),28,brimbank,6607.2,0.012617090054000179,21,63,19,16,1062,0.7,0.3333333333333333,1
10576,1,1,-37.754564,144.7698497,6,3.0,4.0,,181.0,2,34,4.830038985250921,0,2,POINT (144.7698497 -37.754564),28,brimbank,6607.2,0.012617090054000179,12,15,0,0,38,0.4,0.0,3
10591,1,1,-37.74789,144.80114,4,2.0,2.0,,200.0,2,1,4.999999999999999,0,5,POINT (144.80114 -37.74789),28,brimbank,6607.2,0.012617090054000179,23,63,0,3,824,0.8,0.3333333333333333,3
10604,1,1,-37.771,144.8449,6,3.0,3.0,,313.0,1,17,4.649535233414958,0,10,POINT (144.8449 -37.771),28,brimbank,6607.2,0.012617090054000179,32,13,0,0,153,0.6,0.0,6
10629,1,1,-37.77213,144.77279,2,1.0,2.0,,46.0,1,8,4.979716917106241,3,6,POINT (144.77279 -37.77213),28,brimbank,6607.2,0.012617090054000179,13,20,25,4,1079,0.5,0.16666666666666666,0
10654,1,1,-37.74558,144.79687,12,5.0,7.0,,241.0,4,5,4.077833739553381,0,10,POINT (144.79687 -37.74558),28,brimbank,6607.2,0.012617090054000179,16,62,6,5,807,0.8,0.5,4
10869,1,1,-37.77091,144.77273,9,3.0,7.0,,183.0,2,1,4.999999999999999,0,10,POINT (144.77273 -37.77091),28,brimbank,6607.2,0.012617090054000179,13,19,31,3,1002,0.5,0.16666666666666666,3
10880,1,1,-37.7238,144.77816,1,1.0,1.0,,46.0,28,0,0.0,2,3,POINT (144.77816 -37.7238),28,brimbank,6607.2,0.012617090054000179,14,5,0,0,176,0.3,0.0,0
10911,1,1,-37.767969600725166,144.76753616675592,2,1.0,1.0,,73.0,2,0,0.0,2,4,POINT (144.7675361667559 -37.76796960072517),28,brimbank,6607.2,0.012617090054000179,11,19,0,1,941,0.5,0.16666666666666666,1
10928,1,1,-37.78941,144.84547,2,1.0,1.0,,106.0,1,40,4.8070964372541525,0,2,POINT (144.84547 -37.78941),28,brimbank,6607.2,0.012617090054000179,26,2,2,1,399,0.2,0.16666666666666666,2
10931,1,1,-37.76795,144.82968,7,4.0,7.0,,299.0,1,1,4.658028072796657,0,10,POINT (144.82968 -37.76795),28,brimbank,6607.2,0.012617090054000179,28,2,0,0,551,0.2,0.0,5
11021,1,1,-37.78059,144.8366,6,3.0,3.0,,261.0,28,3,4.999999999999999,0,10,POINT (144.8366 -37.78059),28,brimbank,6607.2,0.012617090054000179,22,64,1,0,966,0.7,0.0,5
11032,0,1,-37.79086,144.82139,1,1.0,1.0,,70.0,3,1,4.999999999999999,2,3,POINT (144.82139 -37.79086),28,brimbank,6607.2,0.012617090054000179,18,15,0,2,802,0.6,0.16666666666666666,1
11149,1,1,-37.72366710558371,144.79503173005284,10,5.0,7.0,,898.0,1,6,4.8380648927203485,0,14,POINT (144.7950317300528 -37.72366710558371),28,brimbank,6607.2,0.012617090054000179,15,0,0,0,91,0.0,0.0,10
11249,1,1,-37.72461,144.79596,2,1.0,1.0,,170.0,1,1,4.999999999999999,2,3,POINT (144.79596 -37.72461),28,brimbank,6607.2,0.012617090054000179,15,0,0,2,101,0.0,0.16666666666666666,3
11311,1,1,-37.76793,144.84306,5,3.0,3.0,,250.0,7,6,4.8364381632738125,0,5,POINT (144.84306 -37.76793),28,brimbank,6607.2,0.012617090054000179,34,0,0,0,56,0.0,0.0,4
11351,1,1,-37.7237,144.79515,2,1.0,1.0,,130.0,1,2,4.999999999999999,2,4,POINT (144.79515 -37.7237),28,brimbank,6607.2,0.012617090054000179,15,0,0,0,91,0.0,0.0,2
11378,1,1,-37.72456,144.79554,2,1.0,1.0,,110.0,1,1,4.999999999999999,2,4,POINT (144.79554 -37.72456),28,brimbank,6607.2,0.012617090054000179,14,0,0,2,98,0.0,0.16666666666666666,2
11379,1,1,-37.72254,144.7947,2,1.0,1.0,,125.0,1,0,0.0,2,4,POINT (144.7947 -37.72254),28,brimbank,6607.2,0.012617090054000179,15,0,0,0,91,0.0,0.0,2
11381,1,1,-37.72456,144.79558,2,1.0,2.0,,95.0,1,1,4.999999999999999,2,6,POINT (144.79558 -37.72456),28,brimbank,6607.2,0.012617090054000179,15,0,0,2,99,0.0,0.16666666666666666,1
11409,1,1,-37.77333,144.77211,3,2.0,8.0,,38.0,1,3,4.999999999999999,3,6,POINT (144.77211 -37.77333),28,brimbank,6607.2,0.012617090054000179,13,22,0,1,1227,0.5,0.16666666666666666,0
11446,1,1,-37.7717961,144.8424855,2,1.0,3.0,,40.0,2,6,4.4039812609968605,3,9,POINT (144.8424855 -37.7717961),28,brimbank,6607.2,0.012617090054000179,31,4,0,0,292,0.4,0.0,0
11458,1,1,-37.7746393,144.7689483,3,1.0,2.0,,57.0,1,8,4.738417124869228,2,11,POINT (144.7689483 -37.7746393),28,brimbank,6607.2,0.012617090054000179,10,26,0,0,1481,0.6,0.0,1
11466,1,1,-37.78697,144.84481,2,1.0,1.0,,85.0,1,9,4.400208564022927,0,2,POINT (144.84481 -37.78697),28,brimbank,6607.2,0.012617090054000179,26,5,0,4,512,0.4,0.16666666666666666,1
11491,1,1,-37.77377,144.76853,2,1.0,3.0,,46.0,1,5,4.845650288273843,3,11,POINT (144.76853 -37.77377),28,brimbank,6607.2,0.012617090054000179,10,21,0,0,1462,0.5,0.0,0
11532,1,1,-37.77152,144.84277,2,1.0,1.0,,47.0,2,5,4.8,3,9,POINT (144.84277 -37.77152),28,brimbank,6607.2,0.012617090054000179,32,4,0,0,252,0.4,0.0,0
11533,1,1,-37.77443,144.76859,1,1.0,2.0,,46.0,1,2,4.717387494935669,3,11,POINT (144.76859 -37.77443),28,brimbank,6607.2,0.012617090054000179,10,26,0,0,1494,0.6,0.0,0
11534,1,1,-37.77373,144.76953,5,1.0,3.0,,50.0,1,4,4.677353183025787,3,11,POINT (144.76953 -37.77373),28,brimbank,6607.2,0.012617090054000179,11,24,0,0,1413,0.5,0.0,0
11538,1,1,-37.77202,144.84142,2,1.0,1.0,,41.0,2,11,4.428975658649381,3,9,POINT (144.84142 -37.77202),28,brimbank,6607.2,0.012617090054000179,32,5,0,0,425,0.2,0.0,0
11543,1,1,-37.73542,144.80746,1,1.0,1.0,,55.0,5,5,4.966194861843736,2,4,POINT (144.80746 -37.73542),28,brimbank,6607.2,0.012617090054000179,18,20,2,0,468,0.5,0.0,1
11583,1,1,-37.77578,144.76827,1,1.0,1.0,,45.0,1,7,4.924389977837217,3,11,POINT (144.76827 -37.77578),28,brimbank,6607.2,0.012617090054000179,10,27,0,0,1575,0.6,0.0,0
11634,1,1,-37.77567,144.76856,1,1.0,1.0,,48.0,1,4,4.8848660654107325,3,11,POINT (144.76856 -37.77567),28,brimbank,6607.2,0.012617090054000179,10,27,1,0,1550,0.6,0.0,0
11644,1,1,-37.77501,144.76999,1,1.0,1.0,,45.0,1,1,4.999999999999999,3,11,POINT (144.76999 -37.77501),28,brimbank,6607.2,0.012617090054000179,11,28,1,1,1437,0.6,0.16666666666666666,0
11665,1,1,-37.71474,144.82501,6,3.0,3.0,,119.0,1,18,4.27006361914416,0,2,POINT (144.82501 -37.71474),28,brimbank,6607.2,0.012617090054000179,17,0,5,2,32,0.0,0.16666666666666666,2
11668,1,1,-37.77569,144.76874,1,1.0,1.0,,48.0,1,3,4.878848634349852,3,11,POINT (144.76874 -37.77569),28,brimbank,6607.2,0.012617090054000179,11,27,1,0,1537,0.6,0.0,0
